0,1,2
149.94,164.22,108.66
149.25,159.62,110.19
147.6,153.96,115.16
144.74,148.27,116.37
142.2,142.95,111.24
141.22,145.26,108.51
146.4,154.98,110.97
150.23,162.63,114.17
148.3,162.14,110.74
150.95,164.28,110.01
156.57,167.16,115.01
156.24,164.83,121.94
161.01,165.35,135.44
158.24,158.96,135.68
154.21,153.82,130.95
148.38,147.98,123.78
147.33,147.25,119.41
149.71,150.92,116.57
152.73,156.41,119.25
152.71,159.03,121.59
155.41,161.86,126.96
156.21,159.21,130.41
156.33,157.17,129.93
153.28,156.9,125.5
153.02,158.38,120.1
154.71,162.0,120.58
153.53,160.33,120.05
154.36,160.56,124.52
155.65,163.65,124.85
157.44,167.28,120.16
155.65,167.69,114.65
153.28,164.68,114.73
153.5,159.87,120.9
153.81,154.45,125.87
150.9,148.74,127.5
151.39,149.26,130.8
153.15,154.78,129.84
158.12,167.28,128.21
163.0,177.16,122.01
163.58,180.98,117.41
160.05,177.11,115.41
149.29,162.43,113.42
134.6,142.64,110.18
127.23,129.73,108.4
130.78,133.72,109.42
142.06,149.86,112.96
149.81,163.59,111.77
154.75,169.87,114.27
151.55,165.08,111.97
151.89,159.67,116.26
149.66,148.99,118.78
150.27,148.01,126.71
148.27,144.84,126.69
150.8,149.47,125.65
149.07,153.08,120.0
148.38,156.18,116.3
149.2,161.68,113.68
149.49,165.25,110.76
149.28,168.34,109.09
152.64,170.6,110.3
150.52,168.03,111.34
148.65,162.46,110.36
146.47,157.91,108.85
143.5,155.41,106.0
145.2,160.63,104.19
147.25,165.21,104.33
151.41,168.15,105.24
150.95,170.57,104.22
149.45,169.93,102.94
141.0,160.09,102.15
130.4,147.21,94.67
123.07,141.11,88.91
126.58,146.57,89.66
131.07,152.71,89.39
128.78,153.46,87.32
136.56,157.87,95.69
147.58,167.84,104.92
153.25,174.21,108.39
147.6,170.46,99.93
142.14,164.59,93.39
138.06,157.41,88.86
129.11,147.52,79.95
120.89,141.17,75.57
127.53,148.37,79.95
138.02,159.52,85.29
142.06,160.06,100.06
148.46,166.46,106.3
152.88,170.88,110.48
152.67,170.67,110.83
150.84,168.37,111.32
146.65,161.4,105.47
144.08,153.32,106.56
141.74,148.3,110.26
139.36,141.96,112.36
139.78,139.82,111.26
140.42,144.9,109.82
144.32,154.32,111.12
146.31,159.59,111.39
145.72,158.92,109.12
149.62,161.46,109.58
154.07,162.64,114.62
157.39,164.28,127.04
160.25,162.71,133.36
160.68,160.52,135.96
159.39,159.51,137.63
157.79,156.47,135.91
156.05,156.29,132.1
157.49,158.43,127.09
158.45,161.85,126.65
157.72,162.52,126.0
160.48,163.91,131.46
161.11,162.23,136.69
154.99,155.23,130.11
151.15,154.45,123.45
151.51,157.51,118.91
153.84,162.84,119.84
155.78,162.78,122.38
152.19,158.19,120.59
150.81,157.49,118.97
155.76,164.62,118.56
157.91,167.83,116.27
159.42,169.3,118.92
153.61,161.53,119.17
153.52,157.7,124.14
149.34,149.55,123.89
147.36,147.12,124.74
150.46,153.44,127.34
154.6,163.2,124.7
157.9,172.3,118.79
162.93,178.37,118.61
161.05,175.93,119.49
149.02,161.86,114.4
134.64,142.84,109.12
123.93,127.47,103.92
126.2,130.89,103.68
138.61,147.9,108.61
149.75,163.51,111.87
154.72,169.52,114.68
153.96,166.27,113.11
153.81,159.72,118.49
151.85,150.29,122.59
149.7,146.9,129.1
145.34,142.3,125.3
149.56,148.8,125.16
144.17,149.5,114.21
145.23,154.36,112.28
148.54,162.07,112.02
146.84,164.44,107.64
148.88,168.64,106.76
153.61,174.6,108.64
154.54,175.1,111.54
148.89,165.85,108.45
144.13,157.41,105.57
141.59,156.99,104.31
143.64,161.95,103.6
145.12,165.12,102.36
147.32,168.0,102.92
149.12,170.92,103.04
151.74,173.99,106.5
144.95,167.31,104.59
133.26,152.79,96.39
124.78,142.98,90.9
125.68,144.55,89.71
127.3,147.38,87.6
128.87,151.23,86.75
139.18,158.98,99.52
147.23,166.83,105.79
150.79,170.79,108.59
144.86,166.37,100.37
137.53,156.83,90.77
132.98,148.82,86.62
126.8,142.4,81.36
124.51,143.11,79.75
128.02,146.42,82.3
140.43,159.38,91.98
142.47,161.67,101.71
149.16,168.58,106.46
154.95,174.03,110.59
154.87,173.35,110.39
149.59,167.59,108.23
144.0,157.65,104.39
141.78,150.27,107.51
136.9,143.62,105.16
136.12,139.6,108.62
135.34,138.44,107.9
137.74,144.95,108.44
141.73,153.7,109.76
145.03,159.19,109.95
145.33,157.57,108.13
148.0,158.32,107.88
151.73,158.96,115.04
153.26,158.58,125.5
157.42,160.22,130.84
162.23,162.79,136.31
162.37,164.41,139.65
161.09,162.21,142.62
160.84,162.56,139.95
162.61,163.69,133.32
159.7,163.38,126.64
160.34,163.82,128.14
162.61,163.34,134.13
164.87,162.59,139.59
156.09,154.7,131.5
147.31,149.35,118.65
147.38,153.38,114.78
148.09,157.81,114.81
148.65,157.97,116.53
147.45,155.05,114.05
144.07,150.75,110.71
152.98,160.25,116.28
158.08,167.68,117.0
161.8,172.14,119.76
157.59,168.65,118.83
156.62,164.89,122.33
151.8,156.82,121.84
146.73,149.54,122.72
145.87,150.59,121.65
151.92,161.12,123.27
157.26,172.25,120.33
160.05,175.54,120.76
157.8,172.16,118.6
148.13,161.21,113.92
134.64,143.5,107.56
127.07,133.74,102.68
130.0,138.21,106.02
140.25,152.38,110.29
148.64,162.53,113.0
154.41,167.21,116.09
156.14,165.96,117.26
157.34,160.87,123.82
155.44,154.12,128.23
154.59,151.66,134.24
148.66,146.06,128.36
146.72,148.48,122.8
146.58,154.25,116.77
146.21,158.43,114.01
148.45,162.37,110.57
150.54,167.46,111.14
151.83,172.03,107.95
156.86,177.86,110.64
155.48,177.08,110.68
149.64,169.24,110.2
139.45,155.13,103.48
141.11,157.07,107.15
143.67,162.8,108.16
143.47,166.77,105.69
142.94,167.38,101.61
145.42,169.62,101.0
149.35,173.82,106.96
145.38,168.82,106.86
136.04,156.12,101.64
128.15,145.3,100.72
131.94,149.23,104.31
135.21,152.55,101.68
135.83,154.88,94.06
138.46,158.66,96.16
151.27,170.7,106.02
151.23,171.19,104.95
141.13,158.75,95.11
132.74,148.21,88.1
131.09,145.41,87.69
128.87,142.98,86.31
130.59,147.55,87.33
134.86,151.28,90.74
145.2,160.4,98.64
143.89,163.45,105.69
153.51,173.51,112.51
157.68,176.48,114.48
155.09,173.46,110.8
149.62,167.46,109.16
145.43,158.27,106.59
143.59,152.59,106.87
140.6,148.4,105.27
137.12,144.4,104.08
134.16,141.83,103.11
134.23,144.99,103.49
137.98,151.54,103.07
142.81,156.81,106.47
146.43,158.03,108.83
147.45,157.02,107.93
146.58,153.58,113.02
147.25,152.65,120.21
150.36,154.07,124.8
156.11,158.71,128.17
159.59,162.51,133.49
155.51,157.83,135.34
155.77,157.91,131.35
158.51,159.92,125.16
158.45,162.77,123.07
165.16,166.52,129.52
165.44,163.52,134.28
165.17,160.41,137.73
156.44,153.9,131.88
145.88,147.07,116.63
144.94,150.94,112.34
143.31,153.51,110.51
140.94,151.94,109.74
141.56,149.56,110.56
143.24,149.24,111.32
152.26,159.34,116.53
155.64,167.04,114.52
160.54,173.31,118.02
161.09,175.44,117.79
161.29,174.46,123.2
159.26,169.8,123.03
155.16,163.08,125.47
151.24,157.0,123.65
153.09,162.45,125.95
158.26,171.34,123.25
161.37,175.65,121.13
159.28,174.16,118.76
151.97,165.78,114.71
143.68,157.48,112.53
138.45,151.84,105.94
136.71,149.57,107.07
143.09,156.05,111.97
149.38,162.5,116.32
150.52,162.0,117.35
150.6,158.7,118.75
157.14,159.34,126.23
158.56,157.35,133.44
158.2,155.2,136.2
153.18,151.37,131.46
147.25,151.6,122.4
147.04,158.51,116.88
150.71,164.33,116.37
152.15,166.47,113.33
151.59,168.45,110.23
153.32,173.72,107.89
159.42,180.42,111.42
157.53,179.33,110.47
149.9,170.33,108.81
140.52,158.41,105.63
140.25,157.53,108.13
141.53,162.05,109.65
143.4,168.51,109.33
143.74,169.59,105.17
146.78,171.78,103.88
145.64,169.8,103.42
145.09,165.57,107.33
138.33,156.37,106.23
136.11,151.16,110.48
137.19,151.86,109.7
140.4,156.56,107.62
142.02,160.06,100.83
135.02,157.57,90.49
146.26,167.36,95.45
147.2,167.32,95.8
142.4,159.32,93.32
137.69,153.45,92.13
140.21,154.53,95.53
141.67,155.96,95.3
141.24,158.4,94.58
145.17,160.78,96.79
153.88,166.28,105.17
141.64,161.68,105.8
150.93,169.96,111.89
155.66,175.26,114.86
153.15,171.47,111.75
148.86,166.66,109.26
145.87,160.79,107.99
142.65,155.18,104.13
140.26,151.89,100.12
137.71,148.54,98.22
132.05,143.45,97.74
131.32,142.72,98.52
136.98,149.84,101.18
142.17,155.15,105.65
141.69,153.69,104.81
141.78,152.58,105.06
137.96,145.44,104.76
133.19,139.19,104.77
137.75,143.69,109.33
141.86,148.1,110.04
149.55,153.52,115.83
147.56,150.13,118.42
146.17,150.13,116.44
149.9,155.2,114.55
153.69,159.93,114.52
163.03,163.99,125.65
164.26,161.22,132.04
160.72,155.92,134.34
151.43,148.75,126.78
145.1,146.72,116.57
140.31,148.07,107.62
140.5,151.5,106.34
138.9,149.94,107.46
145.88,154.68,116.28
152.09,157.13,123.55
156.11,160.98,122.77
158.19,168.34,116.96
158.41,172.91,113.35
161.04,176.13,116.94
163.81,178.33,122.25
162.68,176.33,124.28
157.07,169.07,123.91
154.85,164.31,126.07
154.78,165.77,127.86
159.63,172.73,125.79
163.82,176.82,121.54
163.37,176.81,121.13
158.64,172.2,119.92
151.32,165.96,117.06
145.91,162.11,113.15
144.65,161.05,110.99
148.68,161.4,115.8
151.92,162.36,122.27
151.91,159.21,123.47
151.89,156.72,125.2
155.2,156.15,128.08
158.56,159.46,135.08
157.69,157.46,135.5
153.03,155.85,130.51
150.23,157.42,124.19
148.58,161.21,119.48
127.42,136.37,106.18
125.54,132.19,102.86
146.99,162.33,109.29
153.04,173.94,105.77
157.6,179.58,107.45
158.15,180.25,107.95
150.34,171.26,106.95
138.98,157.75,103.4
138.12,156.12,105.4
141.09,162.69,110.29
143.3,168.98,111.71
145.0,170.0,107.56
146.8,171.8,105.43
148.39,170.75,104.11
144.42,165.34,104.5
138.13,156.01,103.51
139.63,153.7,108.9
145.96,159.56,111.54
147.02,161.0,110.23
145.67,161.01,102.58
139.23,160.16,96.49
145.61,166.9,97.61
146.56,168.07,97.65
147.63,166.63,100.79
145.71,161.43,98.11
149.21,164.41,101.81
152.27,167.95,103.77
150.53,166.83,101.76
150.79,165.53,101.58
154.42,166.86,102.62
138.2,154.86,102.09
148.09,163.41,108.46
148.02,163.54,106.18
148.81,165.87,106.64
143.78,161.84,103.73
141.3,158.46,103.62
138.29,155.48,99.1
139.42,154.04,96.87
137.05,152.0,96.01
132.79,145.99,95.75
136.14,147.82,99.18
139.11,150.79,99.77
138.38,151.18,99.18
135.16,147.96,97.56
133.74,145.83,100.4
130.08,138.74,97.6
122.64,128.64,93.12
126.99,132.99,97.07
132.08,138.2,98.4
143.47,145.97,106.42
142.8,144.24,106.32
138.57,141.29,103.37
143.28,150.09,107.45
151.08,158.98,111.8
159.26,163.17,120.32
157.55,157.95,124.28
150.17,148.69,125.93
144.12,142.55,117.82
139.35,142.77,107.99
134.76,145.2,100.19
135.57,148.36,97.55
139.64,151.82,106.59
149.54,158.34,119.46
156.97,162.13,128.93
159.12,164.29,127.94
158.69,168.06,120.17
157.44,170.88,115.15
158.53,173.09,114.93
159.02,175.97,115.42
155.11,173.17,114.19
154.49,170.07,117.77
156.83,167.89,124.13
156.94,168.42,126.49
160.91,173.54,126.11
164.29,177.1,122.34
165.6,179.04,121.2
161.02,175.66,121.54
154.84,172.0,117.41
153.04,170.04,116.22
148.34,165.34,110.94
151.12,163.88,115.44
151.83,160.07,120.95
147.23,151.85,122.11
151.22,153.1,128.18
151.48,152.82,128.42
157.76,160.24,136.0
159.88,162.4,136.96
155.75,162.58,131.18
145.12,154.19,120.96
92.83,92.27,83.2
51.05,50.17,56.39
47.97,46.47,50.48
75.21,78.09,71.38
144.78,163.46,104.07
151.41,173.54,99.88
155.49,175.73,103.97
150.58,168.4,105.52
136.88,154.95,100.43
136.55,154.45,102.01
136.85,158.21,105.77
140.47,165.95,109.31
146.31,170.92,110.45
147.07,172.07,105.97
147.62,171.82,103.88
141.58,165.98,99.94
141.35,164.61,101.19
141.46,161.81,100.33
143.78,162.69,100.83
142.13,158.85,101.02
145.75,160.59,104.95
141.64,159.4,103.48
146.02,164.8,103.12
148.65,168.78,103.14
150.45,170.49,104.53
154.74,173.54,104.22
156.49,174.45,106.05
156.28,172.6,109.41
155.22,169.46,112.0
154.71,166.22,107.32
157.51,168.1,104.77
135.64,148.72,98.48
142.74,154.9,102.3
143.46,156.46,101.5
143.98,158.54,99.98
140.11,157.44,97.88
137.17,156.73,97.25
134.71,154.8,94.35
137.78,155.66,93.9
137.59,155.03,95.15
135.24,149.08,97.5
139.33,150.53,100.93
140.83,151.43,98.94
137.27,150.91,96.19
132.23,146.75,92.95
126.72,139.64,93.52
126.28,134.08,94.48
118.17,124.17,89.37
120.15,126.15,90.39
131.24,136.24,98.64
143.01,145.49,106.67
141.8,143.8,105.2
139.49,142.69,104.09
142.23,148.43,107.06
149.67,157.11,111.95
155.01,161.05,117.69
154.28,156.48,120.82
145.36,145.36,119.82
141.93,142.13,116.49
136.34,142.56,105.8
133.82,144.42,98.82
134.0,147.8,94.8
137.01,150.61,102.41
151.56,160.36,120.76
159.62,165.42,131.42
160.86,166.86,130.46
158.44,165.55,123.09
156.73,167.53,116.37
155.93,169.73,114.05
151.39,168.99,108.25
150.13,170.53,107.33
151.39,169.19,110.75
158.2,169.98,118.73
158.61,170.7,122.24
161.37,174.16,121.12
165.48,178.48,120.89
166.24,179.2,118.48
161.44,176.24,118.04
158.38,175.42,118.42
153.07,170.47,114.27
151.38,168.62,112.9
151.56,163.76,113.96
152.31,160.67,119.86
149.48,154.32,123.08
150.76,154.4,126.28
154.79,157.3,132.71
160.25,163.01,136.57
159.42,164.06,134.94
151.49,160.17,126.96
71.76,73.85,68.89
38.41,36.26,40.15
39.49,37.44,40.48
35.74,32.22,34.22
35.51,36.33,37.49
96.11,105.72,78.72
149.55,171.85,97.29
150.26,170.26,99.82
145.63,161.71,101.55
140.0,153.71,102.25
133.57,150.37,97.85
135.88,155.68,102.08
140.82,165.14,107.22
145.82,169.22,106.98
146.46,171.46,105.5
148.53,173.56,106.91
147.02,172.02,106.42
146.45,171.49,104.74
142.42,165.58,94.28
143.65,164.73,95.09
142.64,161.79,98.42
146.08,162.4,105.84
145.05,162.14,107.07
148.76,166.75,105.94
152.63,171.43,107.83
155.12,174.4,107.64
159.33,176.93,106.65
160.8,177.6,109.0
159.93,174.1,114.81
158.81,169.17,117.68
156.92,165.52,114.92
162.94,169.67,116.71
140.09,152.17,101.93
140.72,153.01,101.22
141.64,154.64,100.16
140.22,154.06,95.66
139.31,154.98,95.35
134.2,155.0,91.6
133.75,154.62,90.67
135.34,155.02,90.86
135.6,153.24,92.08
137.0,151.11,97.77
140.47,151.67,102.39
142.22,152.02,99.79
139.76,152.58,97.02
132.65,148.65,92.81
131.02,142.04,95.42
131.8,139.04,99.16
126.82,132.82,97.7
129.09,135.09,98.53
136.14,140.62,105.7
144.27,146.67,109.43
143.89,145.89,108.57
141.53,144.41,107.09
139.6,145.32,106.12
146.53,153.53,111.55
148.17,155.73,111.53
149.8,154.28,117.0
144.58,145.11,117.93
145.19,145.48,120.17
140.75,145.9,112.29
140.7,149.41,108.04
140.73,152.09,105.57
142.03,154.01,110.35
151.04,160.64,121.04
157.41,164.03,126.79
160.28,166.56,127.96
157.33,163.97,123.36
158.15,167.33,119.89
156.68,170.11,116.32
145.35,158.62,110.25
90.3,94.53,77.96
93.77,93.61,80.59
125.64,130.91,97.57
154.62,168.26,116.27
160.4,175.05,114.18
162.74,176.98,114.98
168.05,180.33,118.05
166.21,179.19,116.56
160.24,176.69,115.57
157.99,174.06,115.65
153.77,169.56,114.94
155.78,166.66,117.3
153.77,162.26,118.98
153.98,160.74,122.47
152.31,161.17,122.02
155.35,161.63,129.33
160.64,165.2,134.63
159.59,165.13,133.51
94.52,99.63,84.05
35.76,35.69,37.08
35.74,32.85,33.24
30.11,25.39,24.25
23.94,20.13,19.28
27.88,26.62,27.8
61.65,64.63,53.96
146.8,169.46,96.8
148.89,169.32,98.19
145.33,160.07,101.37
141.12,152.13,101.01
140.68,154.29,103.05
141.81,159.62,104.16
148.39,169.74,107.32
147.78,171.1,105.06
147.45,172.45,105.15
148.56,173.33,108.42
151.08,175.27,113.6
147.49,172.42,107.02
142.26,167.22,95.39
144.54,167.1,93.72
141.98,163.02,95.36
143.53,161.05,102.05
143.29,161.1,103.05
147.09,166.0,102.54
150.39,170.56,104.76
155.6,174.77,107.6
156.92,175.49,105.45
160.27,176.87,109.73
159.71,174.12,115.01
159.64,168.44,118.8
158.76,166.04,119.0
164.61,168.75,122.52
146.71,155.91,108.31
144.99,154.52,105.55
143.3,153.32,101.13
139.52,152.41,94.82
140.71,156.08,96.32
134.62,155.34,91.98
135.15,155.47,91.83
136.73,156.19,92.67
135.58,152.82,93.86
133.29,146.89,94.85
137.37,148.49,99.13
140.94,150.2,98.63
139.52,151.42,96.25
134.04,148.08,92.68
136.16,146.16,98.54
136.36,144.08,101.96
135.65,141.92,103.85
136.62,143.22,103.82
142.67,147.58,110.19
147.33,150.31,112.69
147.44,149.52,112.28
142.99,145.79,108.79
140.54,146.06,107.5
142.41,149.41,107.81
144.19,152.23,107.39
147.23,152.47,113.91
150.02,151.02,121.85
153.25,153.33,127.61
151.88,156.04,123.38
149.83,156.31,118.47
149.96,157.96,116.55
149.76,158.72,117.32
154.18,163.87,122.43
158.62,165.7,125.21
159.65,167.15,123.38
156.94,165.07,117.56
156.63,167.48,117.28
147.12,157.2,114.87
65.05,64.89,63.11
35.82,34.93,37.12
35.39,33.73,36.91
39.18,35.98,38.54
60.01,62.12,53.97
134.12,149.36,98.51
161.44,176.79,109.77
167.17,179.17,116.33
171.43,181.8,122.66
170.28,180.41,124.82
164.31,177.57,122.23
156.46,169.87,119.05
156.02,166.13,119.64
156.65,165.67,118.71
155.91,167.89,115.87
155.64,169.02,114.83
154.69,166.73,120.55
156.37,164.42,125.85
142.72,147.25,118.71
45.94,47.56,47.6
30.54,28.78,29.06
45.9,40.49,36.47
27.84,20.76,16.16
17.9,12.99,10.21
24.49,21.04,20.94
47.96,45.34,43.33
145.17,164.47,104.12
148.84,170.16,99.36
146.84,164.05,103.47
144.39,159.79,103.83
147.52,161.38,105.93
150.78,167.47,105.92
154.6,174.67,107.51
151.99,174.14,103.87
146.43,170.73,103.29
149.85,173.29,109.74
154.65,176.25,118.25
148.3,172.63,109.18
142.41,167.32,97.4
142.45,165.26,91.74
142.06,162.91,95.55
142.89,160.41,101.13
139.02,157.02,96.7
144.59,162.94,98.91
149.59,166.99,104.51
155.89,171.92,110.04
158.67,174.86,110.83
